Passage,Question,Original Answer,Predicted Answer,Option 1,Option 2,Option 3,Option 4
این مسئله اول ژانویه آغاز شد هنگامی که بسیاری از ساکنین محل از اداره پست «اوبانزاوا» شکایت کردند مبنی بر اینکه کارت‌های سنتی و عادی سال نو به دستشان نرسیده بود. دیروز، پس از کشف اینکه این پسر بیش از 600 سند پستی از جمله 429 کارت پستال سال نو را پنهان کرده بود و به گیرندگان مورد نظر تحویل نداده بود، اداره پست عذرخواهی خود را از شهروندان و رسانه ها منتشر کرد.,چه کسی مسئول اسناد پستی گم‌شده بود؟,3,"<answer>3</answer>

<explanation>
برای پاسخ به این سوال، باید به متن توجه کنیم. در متن گفته شده است که پس از کشف اینکه این پسر بیش از 600 سند پستی از جمله 429 کارت پستال سال نو را پنهان کرده بود و به گیرندگان مورد نظر تحویل نداده بود، اداره پست عذرخواهی خود را از شهروندان و رسانه ها منتشر کرد. از این جمله می توان فهمید که پسر مسئول اسناد پستی گم‌شده بود. زیرا او سندها را پنهان کرده بود و به گیرندگان تحویل نداده بود.

همچنین در متن هیچ اشاره ای به کارگران پستی، گروهی از ساکنین اوبانزاوا یا رسانه ها به عنوان مسئول اسناد پستی گم‌شده نشده است. بنابراین تنها گزینه صحیح پسر است.

</explanation>

<highlight>
پس از کشف اینکه این پسر بیش از 600 سند پستی از جمله 429 کارت پستال سال نو را پنهان کرده بود و به گیرندگان مورد نظر تحویل نداده بود...
</highlight>

<keywords>[""پسر"", ""سند پستی"", ""پنهان کرده بود"", ""تحویل نداده بود""]</keywords>",کارگران پستی,گروهی از ساکنین اوبانزاوا,یک پسر,رسانه‌ها
این مسئله اول ژانویه آغاز شد هنگامی که بسیاری از ساکنین محل از اداره پست «اوبانزاوا» شکایت کردند مبنی بر اینکه کارت‌های سنتی و عادی سال نو به دستشان نرسیده بود. دیروز، پس از کشف اینکه این پسر بیش از 600 سند پستی از جمله 429 کارت پستال سال نو را پنهان کرده بود و به گیرندگان مورد نظر تحویل نداده بود، اداره پست عذرخواهی خود را از شهروندان و رسانه ها منتشر کرد.,مطابق با متن، چه کسی درخصوص اسناد گم‌شده بیانیه عذرخواهی صادر کرد؟,4,"<answer>4</answer>

<explanation>
برای پاسخ به این سوال، باید به متن توجه کنیم. در متن گفته شده است که «دیروز، پس از کشف اینکه این پسر بیش از 600 سند پستی از جمله 429 کارت پستال سال نو را پنهان کرده بود و به گیرندگان مورد نظر تحویل نداده بود، اداره پست عذرخواهی خود را از شهروندان و رسانه ها منتشر کرد.» از این جمله می‌توان فهمید که اداره پست اوبانزاوا است که عذرخواهی خود را از شهروندان و رسانه‌ها منتشر کرده است. بنابراین، پاسخ صحیح گزینه 4 است.

</explanation>

<highlight>
«دیروز، پس از کشف اینکه این پسر بیش از 600 سند پستی از جمله 429 کارت پستال سال نو را پنهان کرده بود و به گیرندگان مورد نظر تحویل نداده بود، اداره پست عذرخواهی خود را از شهروندان و رسانه ها منتشر کرد.»
</highlight>

<keywords>['اداره پست اوبانزاوا', 'عذرخواهی', 'ساکنین محلی', 'پسر', 'رسانه‌ها', 'سند پستی', 'کارت پستال سال نو']</keywords>",ساکنین محلی,پسر,رسانه‌ها,اداره پست اوبانزاوا
پس از یک بازی پایاپای هر دو بازیکن مرد در گرفتن امتیاز سرویس‌ها، موری ست نخست را در تساوی‌شکنی از دست داد. دل پوترو در ست دوم برتری اولیه داشت، ولی پس از رسیدن به برابری 6-6 نیاز به تساوی‌شکنی داشت. در این مرحله معالجه بر روی شانه پوترو انجام شد اما با مدیریت توانست به بازی برگردد.,چه زمانی دل پوترو لازم بود تا به مشکل شانه‌اش رسیدگی کند؟,3,"<answer>3</answer>

<explanation>
برای پاسخ به این سوال باید به متن توجه کنیم. در متن گفته شده است که دل پوترو در ست دوم برتری اولیه داشت، ولی پس از رسیدن به برابری 6-6 نیاز به تساوی‌شکنی داشت. سپس گفته شده است که در این مرحله معالجه بر روی شانه پوترو انجام شد. از این جمله می‌توان استنباط کرد که دل پوترو در طول ست دوم به مشکل شانه‌اش رسیدگی کرد.

در گزینه‌ها، گزینه 3 که مربوط به طول دومین ست است، تنها گزینه‌ای است که با متن تطابق دارد. بنابراین پاسخ صحیح گزینه 3 است.

</explanation>

<highlight>
در ست دوم برتری اولیه داشت، ولی پس از رسیدن به برابری 6-6 نیاز به تساوی‌شکنی داشت. در این مرحله معالجه بر روی شانه پوترو انجام شد
</highlight>

<keywords>['دل پوترو', 'ست دوم', 'شانه', 'معالجه', 'تساوی‌شکنی']</keywords>",درطول اولین ست,قبل از اولین تساوی‌شکنی,درطول دومین ست,پس از سومین تساوی‌شکنی
پس از یک بازی پایاپای هر دو بازیکن مرد در گرفتن امتیاز سرویس‌ها، موری ست نخست را در تساوی‌شکنی از دست داد. دل پوترو در ست دوم برتری اولیه داشت، ولی پس از رسیدن به برابری 6-6 نیاز به تساوی‌شکنی داشت. در این مرحله معالجه بر روی شانه پوترو انجام شد اما با مدیریت توانست به بازی برگردد.,نتیجه اولین تساوی‌شکنی چه بود؟,1,"<answer>1</answer>

<explanation>
برای پاسخ به این سوال باید به متن اصلی رجوع کنیم. در متن گفته شده است که ""موری ست نخست را در تساوی‌شکنی از دست داد"". این جمله نشان می‌دهد که موری در اولین تساوی‌شکنی شکست خورد. بنابراین پاسخ صحیح گزینه 1 است.
</explanation>

<highlight>موری ست نخست را در تساوی‌شکنی از دست داد</highlight>

<keywords>['موری', 'ست نخست', 'تساوی‌شکنی', 'شکست خورد']</keywords>",موری در اولین ست شکست خورد,دل پوترو پس از مجروح شدن شکست خورد,موری در ست دوم برنده شد,دل پوترو در ست دوم برنده شد
او به همراه آن مقامات به شهروندان تگزاس اطمینان خاطر داد که اقداماتی برای حفاظت از ایمنی عمومی در حال انجام است. «پری» بویژه بیان کرد: «کمتر مکانی در دنیا مجهزتر از اینجا وجود دارد که برای مقابله با این مورد چالش‌انگیز آمادگی داشته باشد.» فرماندار همچنین اظهار داشت: «امروز دریافتیم که برخی از کودکان مدرسه‌ای شناسایی شده‌اند که با بیمار تماس داشته‌اند.» وی در ادامه گفت: «این پرونده جدی است. مطمئن باشید سیستم ما آنطور که باید کار می‌کند.»,همان‌طور که در متن بیان شد، چه کسی به‌ویژه درمعرض یک بیمار قرار گرفت؟,2,"<answer>2</answer>

<explanation>
برای پاسخ به این سوال، باید به متن توجه کنیم. در قسمت اول متن، فرماندار به شهروندان اطمینان خاطر می‌دهد که اقداماتی برای حفاظت از ایمنی عمومی در حال انجام است. سپس در قسمت دوم، فرماندار می‌گوید که برخی از کودکان مدرسه‌ای شناسایی شده‌اند که با بیمار تماس داشته‌اند. از این جمله می‌توان استنباط کرد که کودکان مدرسه‌ای هستند که در معرض بیمار قرار گرفته‌اند. 
</explanation>

<highlight>
«امروز دریافتیم که برخی از کودکان مدرسه‌ای شناسایی شده‌اند که با بیمار تماس داشته‌اند.» 
</highlight>

<keywords>[""فرماندار"", ""کودکان"", ""بیمار"", ""ایمنی عمومی"", ""تگزاس""]</keywords>",فرماندار,کودکان,مقامات تگزاس,شهروندان محلی
او به همراه آن مقامات به شهروندان تگزاس اطمینان خاطر داد که اقداماتی برای حفاظت از ایمنی عمومی در حال انجام است. «پری» بویژه بیان کرد: «کمتر مکانی در دنیا مجهزتر از اینجا وجود دارد که برای مقابله با این مورد چالش‌انگیز آمادگی داشته باشد.» فرماندار همچنین اظهار داشت: «امروز دریافتیم که برخی از کودکان مدرسه‌ای شناسایی شده‌اند که با بیمار تماس داشته‌اند.» وی در ادامه گفت: «این پرونده جدی است. مطمئن باشید سیستم ما آنطور که باید کار می‌کند.»,مطابق با متن، فرماندار هنگام سخنرانی برای شهروندان تگزاس چه تضمینی نداد؟,4,"<answer>4</answer>

<explanation>
برای پاسخ به این سوال، باید به سخنان فرماندار در متن توجه کنیم. فرماندار به شهروندان تگزاس اطمینان خاطر داد که اقداماتی برای حفاظت از ایمنی عمومی در حال انجام است و سیستم آنها آنطور که باید کار می‌کند. همچنین وی اظهار داشت که این پرونده جدی است. بنابراین، تنها گزینه‌ای که فرماندار تضمینی نداد، این است که پرونده جدی نیست. در واقع، فرماندار بر جدی بودن این پرونده تاکید کرد.
</explanation>

<highlight>
«این پرونده جدی است. مطمئن باشید سیستم ما آنطور که باید کار می‌کند.»
</highlight>

<keywords>['فرماندار', 'تگزاس', 'ایمنی عمومی', 'سیستم', 'پرونده جدی']</keywords>",سیستم به‌خوبی کار می‌کند,کارهایی برای حفاظت از ایمنی عموم درحال انجام است,آنها ابزار لازم را برای رویارویی با این چالش دارند,این پرونده جدی نیست
"وقتی در 1988 هک و جانسون دانش‌آموز UW بودند، خیلی قبل‌تر از برنامه‌های نظیر The Daily Show و The Colbert Report، آنها برنامه‌ای را پیش‌بینی می‌کردند که اخبار - و گزارش‌های خبری - را به سخره بگیرد. «دی آنین» از ابتدای تأسیسش حقیقتاً به یک امپراتوری خبری هجوآمیز تبدیل شده است، به‌طوری که یک نسخه چاپی، وب‌سایتی با 5,000,000 بازدیدکننده منحصربه‌فرد در ماه اکتبر، آگهی‌های بازرگانی شخصی، شبکه خبری 24 ساعته، پادکست‌ها، و یک اطلس جهانی تازه راه‌اندازی شده به نام «جهان خاموش ما» داشت. آل گور و ژنرال تامی فرانکس به طور اتفاقی سرتیتر‌های مورد علاقه خود را منتشر می کنند (سرتیتر گور وقتی بود که اونیون گزارش داد که او و تیپر بعد از شکست سال 2000 در مجمع انتخاب کنندگان خود بهترین رابطه جنسی خود را برقرار کردند). بسیاری از نویسندگان آنها تأثیر زیاد بر نمایش‌های خنده‌دار خبری Jon Stewart و Stephen Colbert داشته‌اند.",کدام منبع هجوآمیز خبری توسط دو دانشجوی سابق UW ایجاد شد؟,4,"<answer>4</answer>

<explanation>
برای پاسخ به این سوال، ابتدا باید به متن توجه کنیم که در سال ۱۹۸۸ دو دانش‌آموز UW به نام هک و جانسون برنامه‌ای را پیش‌بینی می‌کردند که اخبار را به سخره بگیرد. سپس متن می‌گوید که «دی آنین» از ابتدای تأسیسش به یک امپراتوری خبری هجوآمیز تبدیل شده است. بنابراین، می‌توان نتیجه گرفت که «دی آنین» همان برنامه‌ای است که توسط هک و جانسون ایجاد شده است.

در گزینه‌های پاسخ، تنها گزینه‌ای که با متن مطابقت دارد، گزینه ۴ یعنی «اونیون» است. سایر گزینه‌ها یعنی The Colbert Report، The Daily Show و The Electoral College هیچ ارتباطی با متن ندارند.

بنابراین، با توجه به متن و مطابقت آن با گزینه ۴، می‌توان نتیجه گرفت که «اونیون» منبع هجوآمیز خبری است که توسط دو دانشجوی سابق UW ایجاد شد.
</explanation>

<highlight>
وقتی در ۱۹۸۸ هک و جانسون دانش‌آموز UW بودند، خیلی قبل‌تر از برنامه‌های نظیر The Daily Show و The Colbert Report، آنها برنامه‌ای را پیش‌بینی می‌کردند که اخبار - و گزارش‌های خبری - را به سخره بگیرد. «دی آنین» از ابتدای تأسیسش حقیقتاً به یک امپراتوری خبری هجوآمیز تبدیل شده است...
</highlight>

<keywords>[""اونیون"", ""هک"", ""جانسون"", ""UW"", ""هجوآمیز"", ""خبری""]</keywords>",The Colbert Report,The Electoral College,The Daily Show,اونیون
"وقتی در 1988 هک و جانسون دانش‌آموز UW بودند، خیلی قبل‌تر از برنامه‌های نظیر The Daily Show و The Colbert Report، آنها برنامه‌ای را پیش‌بینی می‌کردند که اخبار - و گزارش‌های خبری - را به سخره بگیرد. «دی آنین» از ابتدای تأسیسش حقیقتاً به یک امپراتوری خبری هجوآمیز تبدیل شده است، به‌طوری که یک نسخه چاپی، وب‌سایتی با 5,000,000 بازدیدکننده منحصربه‌فرد در ماه اکتبر، آگهی‌های بازرگانی شخصی، شبکه خبری 24 ساعته، پادکست‌ها، و یک اطلس جهانی تازه راه‌اندازی شده به نام «جهان خاموش ما» داشت. آل گور و ژنرال تامی فرانکس به طور اتفاقی سرتیتر‌های مورد علاقه خود را منتشر می کنند (سرتیتر گور وقتی بود که اونیون گزارش داد که او و تیپر بعد از شکست سال 2000 در مجمع انتخاب کنندگان خود بهترین رابطه جنسی خود را برقرار کردند). بسیاری از نویسندگان آنها تأثیر زیاد بر نمایش‌های خنده‌دار خبری Jon Stewart و Stephen Colbert داشته‌اند.",مطابق با متن، کدام‌یک از این موارد در امپراطوری خبری هجوآمیز «آنیون» آورده نشده است؟,2,"<answer>2</answer>

<explanation>
برای پاسخ به این سوال، باید به متن توجه کنیم و فهرست برنامه‌ها و رسانه‌های موجود در امپراتوری خبری هجوآمیز «دی آنین» را بررسی کنیم. در متن آمده است که «دی آنین» یک نسخه چاپی، وب‌سایتی با ۵ میلیون بازدیدکننده منحصربه‌فرد در ماه، آگهی‌های بازرگانی شخصی، شبکه خبری ۲۴ ساعته، پادکست‌ها و یک اطلس جهانی تازه راه‌اندازی شده به نام «جهان خاموش ما» دارد. اما در هیچ جای متن به فیلم اشاره نشده است. بنابراین، گزینه صحیح پاسخ، فیلم است.

</explanation>

<highlight>
«دی آنین» حقیقتاً به یک امپراتوری خبری هجوآمیز تبدیل شده است، به‌طوری که یک نسخه چاپی، وب‌سایتی با ۵،۰۰۰،۰۰۰ بازدیدکننده منحصربه‌فرد در ماه اکتبر، آگهی‌های بازرگانی شخصی، شبکه خبری ۲۴ ساعته، پادکست‌ها، و یک اطلس جهانی تازه راه‌اندازی شده به نام «جهان خاموش ما» داشت.
</highlight>

<keywords>['دی آنین', 'امپراتوری خبری هجوآمیز', 'نسخه چاپی', 'وب‌سایت', 'اطلس جهانی', 'فیلم']</keywords>",یک اطلس جهانی ,یک فیلم,یک وب‌سایت,یک نسخه چاپی
اعتراضات حوالی ساعت 11:00 به‌وقت محلی (1+ به‌وقت ساعت هماهنگ جهانی) در «وایت‌هال»، مقابل ورودی خیابان «داونینگ»، یعنی سکونت‌گاه رسمی نخست‌وزیر، آغاز شد. گارد پلیس نیز در آن ورودی حضور داشت. درست بعد از ساعت 11:00، معترضین مانع از تردد وسایل نقلیه در باند شمالی وایتهال شدند. در ساعت 11:20، پلیس از معترضین خواست تا دوباره به پیاده‌رو برگردند و اظهار داشت که باید ببین حق اعتراض و افزایش ترافیک، تعادل برقرار کند. در حدود ساعت 11:29، این اعتراضات به سمت وایتهال کشیده شد، از میدان ترافالگار گذشت، در امتداد Strand پیش رفت، با عبور از آلدویچ و رسیدن به کینگزوی به سمت هولبورن رفت، جایی که در آن حزب محافظه کار نشست بهاره خود را در هتل Grand Connaught Rooms برگزار می‌کرد.,مطابق با متن، پلیس از چه چیز حفاظت می‌کرد؟,3,"<answer>3</answer>

<explanation>
با توجه به متن، پلیس در ورودی خیابان «داونینگ» حضور داشت. این ورودی، سکونت‌گاه رسمی نخست‌وزیر است. بنابراین، پلیس از این محل محافظت می‌کرد. در ساعت 11:20، پلیس از معترضین خواست تا دوباره به پیاده‌رو برگردند، که نشان می‌دهد پلیس سعی داشت تا از این منطقه محافظت کند.

همچنین، با توجه به اینکه پلیس در ساعت 11:20 اظهار داشت که باید بین حق اعتراض و افزایش ترافیک، تعادل برقرار کند، نشان می‌دهد که پلیس سعی داشت تا از این منطقه و تردد وسایل نقلیه در آن محافظت کند.

بنابراین، با توجه به اطلاعات موجود در متن، پلیس از ورودی خیابان «داونینگ» محافظت می‌کرد.
</explanation>

<highlight>
گارد پلیس نیز در آن ورودی حضور داشت. ... در ساعت 11:20، پلیس از معترضین خواست تا دوباره به پیاده‌رو برگردند و اظهار داشت که باید ببین حق اعتراض و افزایش ترافیک، تعادل برقرار کند.
</highlight>

<keywords>['پلیس', 'ورودی', 'خیابان داونینگ', 'سکونت‌گاه رسمی نخست‌وزیر', 'محافظت']</keywords>",میدان ترافالگار,محل گردهمایی Spring,ورودی خیابان داونینگ,هتل Grand Connaught Rooms
اعتراضات حوالی ساعت 11:00 به‌وقت محلی (1+ به‌وقت ساعت هماهنگ جهانی) در «وایت‌هال»، مقابل ورودی خیابان «داونینگ»، یعنی سکونت‌گاه رسمی نخست‌وزیر، آغاز شد. گارد پلیس نیز در آن ورودی حضور داشت. درست بعد از ساعت 11:00، معترضین مانع از تردد وسایل نقلیه در باند شمالی وایتهال شدند. در ساعت 11:20، پلیس از معترضین خواست تا دوباره به پیاده‌رو برگردند و اظهار داشت که باید ببین حق اعتراض و افزایش ترافیک، تعادل برقرار کند. در حدود ساعت 11:29، این اعتراضات به سمت وایتهال کشیده شد، از میدان ترافالگار گذشت، در امتداد Strand پیش رفت، با عبور از آلدویچ و رسیدن به کینگزوی به سمت هولبورن رفت، جایی که در آن حزب محافظه کار نشست بهاره خود را در هتل Grand Connaught Rooms برگزار می‌کرد.,پلیس در چه زمان از معترضین خواست تا به‌منظور جلوگیری از افزایش بیشتر ترافیک حرکت کنند؟,4,"<answer>4</answer>

<explanation>
برای پاسخ به این سوال، باید به متن توجه کنیم که در چه زمانی پلیس از معترضین خواست تا به پیاده‌رو برگردند. در متن آمده است که «در ساعت 11:20، پلیس از معترضین خواست تا دوباره به پیاده‌رو برگردند و اظهار داشت که باید ببین حق اعتراض و افزایش ترافیک، تعادل برقرار کند.» بنابراین، پلیس در ساعت 11:20 از معترضین خواست تا به‌منظور جلوگیری از افزایش بیشتر ترافیک حرکت کنند.
</explanation>

<highlight>در ساعت 11:20، پلیس از معترضین خواست تا دوباره به پیاده‌رو برگردند و اظهار داشت که باید ببین حق اعتراض و افزایش ترافیک، تعادل برقرار کند.</highlight>

<keywords>[""پلیس"", ""معترضین"", ""ساعت 11:20"", ""ترافیک"", ""پیاده‌رو""]</keywords>",حدود ساعت 11:00,رأس ساعت 11:29,قبل از ساعت 11:00,رأس ساعت 11:20
