Passage,Question,Original Answer,Predicted Answer,Option 1,Option 2,Option 3,Option 4
او در زمان اقامت در آتلانتا تحسین منتقدان را برانگیخت و به دلیل آموزش شهری نوآورانه شناخته شد. در سال 2009، عنوان «ناظر ملی سال» به او اختصاص یافت. در زمان اهدای جایزه، مدارس آتلانتا شاهد پیشرفت بزرگی در نمرات آزمون‌ها بودند. نه‌چندان بعد، آتلانتا ژورنال-کانستیتیوشن گزارشی منتشر کرد که نشان می‌داد آزمایش‌ها مشکلاتی دارند. این گزارش نشان می‌دهد که نمرات آزمون به طور غیرموجه سریع افزایش یافته است، و ادعا می‌شود مدرسه مشکلات داخلی را کشف کرده اما براساس یافته‌ها عمل نکرده است. شواهد بعد از آن حاکی از دستکاری مدارک آزمایشی توسط هال و 34 مقام آموزشی دیگر است که در 2013 محاکمه شده‌اند.,بر اساس این متن، آتلانتا ژورنال-کانستیتیوشن مقامات آموزش و پرورش را به چه چیزی متهم کرد؟,3,"<answer>3</answer>

<explanation>
برای پاسخ به این سوال، ابتدا باید متن را به دقت مطالعه کنیم. در سال 2009، عنوان «ناظر ملی سال» به او اختصاص یافت و مدارس آتلانتا شاهد پیشرفت بزرگی در نمرات آزمون‌ها بودند. اما بعد از آن، آتلانتا ژورنال-کانستیتیوشن گزارشی منتشر کرد که نشان می‌داد آزمایش‌ها مشکلاتی دارند. این گزارش نشان می‌دهد که نمرات آزمون به طور غیرموجه سریع افزایش یافته است و ادعا می‌شود مدرسه مشکلات داخلی را کشف کرده اما براساس یافته‌ها عمل نکرده است. بنابراین، آتلانتا ژورنال-کانستیتیوشن مقامات آموزش و پرورش را به عدم رسیدگی به مشکلات داخلی شناسایی شده متهم کرده است.
</explanation>

<highlight>
«این گزارش نشان می‌دهد که نمرات آزمون به طور غیرموجه سریع افزایش یافته است، و ادعا می‌شود مدرسه مشکلات داخلی را کشف کرده اما براساس یافته‌ها عمل نکرده است.»
</highlight>

<keywords>[""ناظر ملی سال"", ""آتلانتا ژورنال-کانستیتیوشن"", ""نمرات آزمون"", ""مشکلات داخلی"", ""دستکاری مدارک""]</keywords>",دستکاری در گزارش ژورنال-کانستیتیوشن,عدم نوآوری در آموزش شهری,عدم رسیدگی به مشکلات داخلی شناسایی شده,گزارش نمرات آزمون پایین
او در زمان اقامت در آتلانتا تحسین منتقدان را برانگیخت و به دلیل آموزش شهری نوآورانه شناخته شد. در سال 2009، عنوان «ناظر ملی سال» به او اختصاص یافت. در زمان اهدای جایزه، مدارس آتلانتا شاهد پیشرفت بزرگی در نمرات آزمون‌ها بودند. نه‌چندان بعد، آتلانتا ژورنال-کانستیتیوشن گزارشی منتشر کرد که نشان می‌داد آزمایش‌ها مشکلاتی دارند. این گزارش نشان می‌دهد که نمرات آزمون به طور غیرموجه سریع افزایش یافته است، و ادعا می‌شود مدرسه مشکلات داخلی را کشف کرده اما براساس یافته‌ها عمل نکرده است. شواهد بعد از آن حاکی از دستکاری مدارک آزمایشی توسط هال و 34 مقام آموزشی دیگر است که در 2013 محاکمه شده‌اند.,با توجه به متن، چه چیزی در گزارش آتلانتا ژورنال-کانستیتیوشن ذکر نشده است؟,1,"<answer>4</answer>

<explanation>
برای پاسخ به این سوال، باید به متن توجه کنیم و ببینیم که در گزارش آتلانتا ژورنال-کانستیتیوشن چه چیزی ذکر نشده است. در متن می‌خوانیم که این گزارش نشان می‌دهد که نمرات آزمون به طور غیرموجه سریع افزایش یافته است و شواهد دستکاری مدارک آزمایشی توسط هال و 34 مقام آموزشی دیگر را نشان می‌دهد. اما در هیچ جای گزارش به پیشنهادهایی برای نوآوری آموزش شهری اشاره نشده است. بنابراین، گزینه 4 صحیح است.
</explanation>

<highlight>
گزارش نشان می‌دهد که نمرات آزمون به طور غیرموجه سریع افزایش یافته است، و ادعا می‌شود مدرسه مشکلات داخلی را کشف کرده اما براساس یافته‌ها عمل نکرده است.
</highlight>

<keywords>[""گزارش آتلانتا ژورنال-کانستیتیوشن"", ""نمرات آزمون"", ""دستکاری مدارک آزمایشی"", ""نوآوری آموزش شهری""]</keywords>",بهبود غیرعادی نمرات آزمون,شواهدی مبنی بر دستکاری برگه‌های آزمون,برنده بهترین مدیر ملی سال 2013,پیشنهادهایی برای نوآوری آموزش شهری
یک بمب در بیرون دفتر فرماندار کل منفجر شد. سه بمب دیگر در یک بازه دو ساعته نزدیک ساختمان‌های دولت منفجر شد. برخی گزارش‌های رسمی تعداد کشته شدگان را هشت نفر اعلام می‌کنند و گزارش‌های رسمی زخمی شدن 30 تن را تایید می‌کند؛ اما اعداد نهایی هنوز مشخص نیست.,با توجه به متن، چه اطلاعاتی از این بمباران در دست است؟,2,"<answer>4</answer>

<explanation>
با توجه به متن، می‌توانیم بفهمیم که گزارش‌های رسمی آمار کشتگان را تایید می‌کنند. در متن آمده است که ""گزارش‌های رسمی تعداد کشته شدگان را هشت نفر اعلام می‌کنند و گزارش‌های رسمی زخمی شدن 30 تن را تایید می‌کند"". این جمله نشان می‌دهد که گزارش‌های رسمی در مورد آمار کشتگان و زخمی‌ها وجود دارد و تایید شده است.

بنابراین، گزینه 4 که گزارش‌های رسمی آمار کشتگان است، تنها گزینه‌ای است که با متن سازگار است.

گزینه 1 نادرست است چون متن می‌گوید اعداد نهایی هنوز مشخص نیست. گزینه 2 درست است چون متن می‌گوید بمب‌ها در نزدیکی ساختمان‌های دولت منفجر شد، اما این گزینه با سوال مطابقت ندارد چون سوال از اطلاعاتی می‌پرسد که در دست است، نه اینکه چه اتفاقی افتاده است.

گزینه 3 نادرست است چون متن هیچ اطلاعاتی در مورد بمب‌های بیشتری که قرار بود منفجر شود، ارائه نمی‌کند.",شمار نهایی تلفات,بمب‌ها در نزدیکی کدام ساختمان‌ها منفجر شدند,اینکه آیا قرار بود بمب‌های بیشتری منفجر شود ,گزارش‌های رسمی آمار کشتگان
«عیسی» 21 ساله در سال گذشته در ژانویه 2017 از باشگاه برزیلی پالمیراس طبق گزارش با دستمزد 27 میلیون پوند به منچستر سیتی ملحق شد. از آن زمان، بازیکن برزیلی در 53 مسابقه در تمام رقابت‌های باشگاه حضور برجسته‌ای داشت و 24 گل زد.,عیسی از زمان پیوستن به منچسترسیتی در سال 2017، در چند بازی شرکت کرده است؟,4,"<answer>4</answer>

<explanation>
برای پاسخ به این سوال، باید به بخش از متن که درباره تعداد بازی‌هایی که عیسی در آنها شرکت کرده است، توجه کنیم. در متن آمده است که «از آن زمان، بازیکن برزیلی در 53 مسابقه در تمام رقابت‌های باشگاه حضور برجسته‌ای داشت». این جمله نشان می‌دهد که عیسی از زمان پیوستن به منچسترسیتی در سال 2017، در 53 بازی شرکت کرده است. بنابراین، پاسخ صحیح گزینه 4 است.
</explanation>

<highlight>
«از آن زمان، بازیکن برزیلی در 53 مسابقه در تمام رقابت‌های باشگاه حضور برجسته‌ای داشت»
</highlight>

<keywords>['عیسی', 'منچسترسیتی', '۲۰۱۷', 'بازی', 'مسابقه']</keywords>",24,21,27,53
«عیسی» 21 ساله در سال گذشته در ژانویه 2017 از باشگاه برزیلی پالمیراس طبق گزارش با دستمزد 27 میلیون پوند به منچستر سیتی ملحق شد. از آن زمان، بازیکن برزیلی در 53 مسابقه در تمام رقابت‌های باشگاه حضور برجسته‌ای داشت و 24 گل زد.,عیسی برای پیوستن به کدام باشگاه مبلغ 27 میلیون پوند دریافت کرد؟,2,"<answer>2</answer>

<explanation>
برای پاسخ به این سوال، باید به متن توجه کنیم. در متن گفته شده است که عیسی در ژانویه ۲۰۱۷ از باشگاه برزیلی پالمیراس به منچستر سیتی ملحق شد و مبلغ ۲۷ میلیون پوند دریافت کرد. بنابراین، عیسی برای پیوستن به منچستر سیتی مبلغ ۲۷ میلیون پوند دریافت کرد.

در متن هیچ اشاره‌ای به کروزیرو یا منچستر یونایتد نشده است، بنابراین گزینه‌های ۳ و ۴ صحیح نیستند. گزینه ۱ نیز صحیح نیست چون عیسی از پالمیراس جدا شد و به منچستر سیتی پیوست.

بنابراین، تنها گزینه صحیح گزینه ۲ است که منچستر سیتی است.</explanation>

<highlight>«عیسی» ۲۱ ساله در سال گذشته در ژانویه ۲۰۱۷ از باشگاه برزیلی پالمیراس طبق گزارش با دستمزد ۲۷ میلیون پوند به منچستر سیتی ملحق شد.</highlight>

<keywords>[""عیسی"", ""پالمیراس"", ""منچستر سیتی"", ""۲۷ میلیون پوند""]</keywords>",پالمیراس,منچستر سیتی,کروزیرو,منچستر یونایتد
یک پانسیون در مکه، شهر مقدس اسلام، حدود ساعت 10 امروز صبح به وقت محلی فرو ریخت. ساختمانی که شماری از زائرها در آن ساکن بودند و برای زیارت شهر مقدس در روز قبل از زیارت حج رسیده بودند. مهمانان هتل اغلب از شهروندان امارات متحده عربی بودند. آمار کشته‌ها حداقل 15 نفر است و انتظار می‌رود که افزایش یابد.,کدام جمله درباره مهمانان هاستل درست نیست؟,4,"<answer>4</answer>

<explanation>
برای پاسخ به این سوال، باید به متن توجه کنیم و درباره مهمانان هاستل اطلاعات کسب کنیم. در متن آمده است که «مهمانان هتل اغلب از شهروندان امارات متحده عربی بودند». این جمله نشان می‌دهد که اکثریت مهمانان از امارات متحده عربی بودند، نه از شهر مقدس. بنابراین، گزینه ۴ که می‌گوید اکثریت مهمانان از شهر مقدس بودند، نادرست است.

در گزینه ۱ آمده است که مهمانان برای زیارت در مکه بودند، که با متن همخوانی دارد. در گزینه ۲ آمده است که برخی از مهمانان شهروندان محلی نبودند، که با متن همخوانی دارد، زیرا مهمانان اغلب از امارات متحده عربی بودند. در گزینه ۳ آمده است که مهمانان روز قبل زیارت حج آنجا بودند، که با متن همخوانی دارد، زیرا در متن آمده است که مهمانان برای زیارت شهر مقدس در روز قبل از زیارت حج رسیده بودند.

بنابراین، گزینه ۴ که می‌گوید اکثریت مهمانان از شهر مقدس بودند، نادرست است و پاسخ صحیح است.</explanation>

<highlight>مهمانان هتل اغلب از شهروندان امارات متحده عربی بودند.</highlight>

<keywords>['پانسیون', 'مکه', 'زیارت', 'مهمانان', 'امارات متحده عربی', 'شهر مقدس', 'زیارت حج']</keywords>",مهمانان برای زیارت در مکه بودند,برخی از مهمانان شهروندان محلی نبودند,مهمانان روز قبل زیارت حج آنجا بودند,اکثریت مهمانان از شهر مقدس بودند
یک پانسیون در مکه، شهر مقدس اسلام، حدود ساعت 10 امروز صبح به وقت محلی فرو ریخت. ساختمانی که شماری از زائرها در آن ساکن بودند و برای زیارت شهر مقدس در روز قبل از زیارت حج رسیده بودند. مهمانان هتل اغلب از شهروندان امارات متحده عربی بودند. آمار کشته‌ها حداقل 15 نفر است و انتظار می‌رود که افزایش یابد.,با توجه به متن، کدام یک از عبارات زیر صحیح است؟,3,"<answer>3</answer>

<explanation>
برای پاسخ به این سوال، باید به متن توجه کنیم. در متن گفته شده است که ساختمانی که شماری از زائرها در آن ساکن بودند و برای زیارت شهر مقدس در روز قبل از زیارت حج رسیده بودند. این جمله نشان می‌دهد که مهمانان در روز قبل از زیارت حج آنجا بودند. بنابراین، گزینه ۳ صحیح است.

در گزینه ۱، متن 明اً می‌گوید که آمار کشته‌ها حداقل ۱۵ نفر است، بنابراین این گزینه نادرست است.

در گزینه ۲، متن می‌گوید که مهمانان هتل اغلب از شهروندان امارات متحده عربی بودند، نه همه مهمانان. بنابراین، این گزینه نیز نادرست است.

در گزینه ۴، متن هیچ اشاره‌ای به محلی‌های مکه ندارد، بنابراین این گزینه نیز نادرست است.

</explanation>

<highlight>
ساختمانی که شماری از زائرها در آن ساکن بودند و برای زیارت شهر مقدس در روز قبل از زیارت حج رسیده بودند.
</highlight>

<keywords>[""پانسیون"", ""مکه"", ""شهر مقدس"", ""زیارت"", ""هتل"", ""امارات متحده عربی"", ""کشته‌ها""]</keywords>",هیچ تلفات جانی نداشت,همه مهمانان از امارات متحده عربی بودند,مهمانان در روز قبل از زیارت حج آنجا بودند,اغلب مهمانان از محلی‌های مکه بودند
این ماهواره‌ها که هر دو وزن‌شان بیش از 1000 پوند است و تقریباً با سرعت 17،500 مایل بر ساعت حرکت می‌کنند، 491 مایل بالاتر از سطح زمین با هم برخورد کردند. به گفته دانشمندان، انفجار ناشی از این برخورد بسیار گسترده بود. آنها هنوز در حال تعیین میزان بزرگی برخورد چگونگی تأثیرپذیری زمین از آن هستند. فرماندهی استراتژیک وزارت دفاع آمریكا در حال ردیابی مخروبه‌هاست. نتیجه تحلیل نقشه برداری بر روی یک وب سایت عمومی منتشر می‌شود.,با توجه به متن، چه اطلاعاتی درباره برخورد نامعلوم نیست؟,2,"<answer>1</answer>

<explanation>
برای پاسخ به این سوال، باید به متن توجه کنیم. در متن گفته شده است که دانشمندان هنوز در حال تعیین میزان بزرگی برخورد هستند. این جمله نشان می‌دهد که اندازه برخورد هنوز نامعلوم است. از طرف دیگر، موقعیت مکانی برخورد در متن مشخص شده است که 491 مایل بالاتر از سطح زمین است. همچنین، اثر برخورد بر زمین هنوز در حال بررسی است، اما این موضوع به اندازه برخورد مربوط نیست. در نهایت، موقعیت مکانی مخروبه‌ها نیز در حال ردیابی است. بنابراین، تنها اطلاعاتی که درباره برخورد نامعلوم است، اندازه برخورد است.
</explanation>

<highlight>دانشمندان هنوز در حال تعیین میزان بزرگی برخورد هستند.</highlight>

<keywords>[""ماهواره‌ها"", ""برخورد"", ""اندازه"", ""موقعیت مکانی"", ""اثر"", ""مخروبه‌ها""]</keywords>",اندازه برخورد,موقعیت مکانی برخورد,اثر برخورد بر زمین,موقعیت مکانی مخروبه‌ها
این ماهواره‌ها که هر دو وزن‌شان بیش از 1000 پوند است و تقریباً با سرعت 17،500 مایل بر ساعت حرکت می‌کنند، 491 مایل بالاتر از سطح زمین با هم برخورد کردند. به گفته دانشمندان، انفجار ناشی از این برخورد بسیار گسترده بود. آنها هنوز در حال تعیین میزان بزرگی برخورد چگونگی تأثیرپذیری زمین از آن هستند. فرماندهی استراتژیک وزارت دفاع آمریكا در حال ردیابی مخروبه‌هاست. نتیجه تحلیل نقشه برداری بر روی یک وب سایت عمومی منتشر می‌شود.,با توجه به متن، هنوز چه چیزی درباره برخورد باید مشخص شود؟,4,"<answer>4</answer>

<explanation>
برای پاسخ به این سوال، باید به متن توجه کنیم. در متن گفته شده است که دانشمندان هنوز در حال تعیین میزان بزرگی برخورد چگونگی تأثیرپذیری زمین از آن هستند. این جمله نشان می‌دهد که هنوز مقیاس دقیق برخورد مشخص نشده است. بنابراین، گزینه 4 که مربوط به مقیاس دقیق برخورد است، پاسخ صحیح است.
</explanation>

<highlight>
دانشمندان هنوز در حال تعیین میزان بزرگی برخورد چگونگی تأثیرپذیری زمین از آن هستند.
</highlight>

<keywords>[""مقیاس"", ""برخورد"", ""تعیین"", ""دانشمندان""]</keywords>",چه کسی ردیابی مخروبه‌ها را به عهده می‌گیرد,ماهواره‌ها در زمان برخورد با چه سرعتی حرکت می‌کردند,نتایج تحلیل نقشه‌برداری چگونه منتشر خواهد شد,مقیاس دقیق برخورد
«بَتن» در لیست 400 آمریکایی پولدار سال 2008 با داشتن سرمایه‌ای به ارزش تخمینی 2.3 میلیارد دلار، رتبه 190 را کسب کرد. او از کالج هنر و علوم دانشگاه ویرجینیا در سال 1950 فارغ‌التحصیل شد و یکی از خیرین مهم حامی آن مؤسسه بود.,بر اساس این متن، بَتن زمانی در فهرست ثروتمندترین آمریکایی‌ها چه جایگاهی داشت؟,3,"<answer>3</answer>

<explanation>
برای پاسخ به این سوال، باید به متن توجه کنیم. در متن آمده است که «بَتن» در لیست 400 آمریکایی پولدار سال 2008 با داشتن سرمایه‌ای به ارزش تخمینی 2.3 میلیارد دلار، رتبه 190 را کسب کرد. بنابراین، بر اساس این متن، بَتن زمانی در فهرست ثروتمندترین آمریکایی‌ها رتبه 190 را داشت.
</explanation>

<highlight>
«بَتن» در لیست 400 آمریکایی پولدار سال 2008 با داشتن سرمایه‌ای به ارزش تخمینی 2.3 میلیارد دلار، رتبه 190 را کسب کرد.
</highlight>

<keywords>[""بَتن"", ""لیست 400 آمریکایی پولدار"", ""رتبه 190"", ""سال 2008"", ""سرمایه‌ای به ارزش تخمینی 2.3 میلیارد دلار""]</keywords>",400ام,20ام,190ام,23ام
