Passage,Question,Original Answer,Predicted Answer,Option 1,Option 2,Option 3,Option 4
همه اسم‌ها، در کنار کلمه Sie برای شما، همیشه با یک حرف بزرگ شروع می‌شوند، حتی اگر در وسط یک جمله بیایند. این یک روش مهم در ایجاد تمایز بین برخی افعال و مفعول‌ها ست. این همچنین به‌طور قابل توجهی خواندن را آسان‌تر می‌کند، هرچند نوشتن تا حدی پیچیده است و نیاز به دانستن این است که آیا یک فعل یا صفت به صورت درستی استفاده شده یا نه.,مطابق با متن، کدام اجزای کلام در وسط جمله با حرف بزرگ نوشته می‌شود؟,2,<answer>2</answer>,فعل‌ها,اسم‌ها,صفت‌ها,قیدها
همه اسم‌ها، در کنار کلمه Sie برای شما، همیشه با یک حرف بزرگ شروع می‌شوند، حتی اگر در وسط یک جمله بیایند. این یک روش مهم در ایجاد تمایز بین برخی افعال و مفعول‌ها ست. این همچنین به‌طور قابل توجهی خواندن را آسان‌تر می‌کند، هرچند نوشتن تا حدی پیچیده است و نیاز به دانستن این است که آیا یک فعل یا صفت به صورت درستی استفاده شده یا نه.,مطابق با متن، با حرف بزرگ نوشتن اسم‌ها چه چیز را می‌تواند سخت‌تر ‌کند؟,3,<answer>3-نوشتن</answer>,خواندن,تمایز بین فعل‌ها,نوشتن,تمایز بین مفعول‌ها
در بسیاری از نقاط جهان، دست تکان دادن یک حرکت دوستانه است و نشانگر «سلام» است. با این حال، در مالزی حداقل در میان مالایی‌ها در مناطق روستایی، به معنای تحت تاثیر قرار «دادن است،» مشابه خم کردن انگشت سبابه به سمت بدن، ژستی که در برخی از کشورهای غربی مورد استفاده قرار می‌گیرد و فقط باید برای آن منظور استفاده شود. به همین ترتیب، یک مسافر انگلیسی در اسپانیا ممکن است دست تکان دادن به معنی خداحافظی را با ژست حرکتی بازگشتن اشتباه بگیرد که در این حالت کف دست روبروی شخص تکان دهنده قرار می‌گیرد (به‌جای آنکه حرکت دست به سمت فرد باشد).,در مناطق روستایی مالزی، کدام ژست حرکتی به معنی «بیا اینجا» است؟,2,<answer>1</answer>,خم کردن انگشت سبابه,دست تکان دادن,کف دست‌ها را به کف‌دست فرد دیگر زدن,انگشت شصت را بالا گرفتن
در بسیاری از نقاط جهان، دست تکان دادن یک حرکت دوستانه است و نشانگر «سلام» است. با این حال، در مالزی حداقل در میان مالایی‌ها در مناطق روستایی، به معنای تحت تاثیر قرار «دادن است،» مشابه خم کردن انگشت سبابه به سمت بدن، ژستی که در برخی از کشورهای غربی مورد استفاده قرار می‌گیرد و فقط باید برای آن منظور استفاده شود. به همین ترتیب، یک مسافر انگلیسی در اسپانیا ممکن است دست تکان دادن به معنی خداحافظی را با ژست حرکتی بازگشتن اشتباه بگیرد که در این حالت کف دست روبروی شخص تکان دهنده قرار می‌گیرد (به‌جای آنکه حرکت دست به سمت فرد باشد).,مطابق متن، کدام‌یک از ژست‌ها ممکن است به معنی «برگشتن» باشد؟,1,<answer>1</answer>,دست تکان دادن با کف دست به سمت خود,خم کردن انگشت سبابه,دست تکان دادن با کف دست به سمت بیرون,سر تکان دادن
یخچال‌های طبیعی پایدار نیستند و در کوه پایین می‌روند. این امر موجب بروز ترک و خزش‌هایی می‌شود که ممکن است توسط پل‌های برفی دیده نشوند. دیوارها و سقف‌های غارهای یخی می‌تواند تخریب شود و ترک خوردگی‌ها نزدیک‌تر شود. در لبه یخچال‌ها قطعات بزرگ جدا می‌شوند و می‌افتند و شاید پرت شده یا به دور از لبه غلت می‌خورند.,مطابق با متن، چه چیز سبب یخ‌کافت‌ها می‌شود؟,2,<answer>2</answer>,پل‌های برفی,یخچال‌های ناپایدار,فرو ریختن غارهای یخی,قطعات شل
یخچال‌های طبیعی پایدار نیستند و در کوه پایین می‌روند. این امر موجب بروز ترک و خزش‌هایی می‌شود که ممکن است توسط پل‌های برفی دیده نشوند. دیوارها و سقف‌های غارهای یخی می‌تواند تخریب شود و ترک خوردگی‌ها نزدیک‌تر شود. در لبه یخچال‌ها قطعات بزرگ جدا می‌شوند و می‌افتند و شاید پرت شده یا به دور از لبه غلت می‌خورند.,مطابق با متن، پل‌های برفی کدام‌یک از این موارد را می‌تواند مخفی کند؟,1,<answer>1</answer>,ترک‌ها,غارهای یخی,دیوارها,قطعات بزرگ
گوما یک شهر توریستی در جمهوری دموکراتیک کنگو در شرق و در نزدیکی رواندا است. در سال 2002 گوما توسط گدازه های آتشفشان نیراگونگو که بیشتر خیابان های شهر، به ویژه مرکز شهر را دفن کرد، تخریب شد . هرچند امنیت گوما با مسئولیت‌پذیری برقرار شده است،‌ هرگونه بازدید خارج از گوما باید سنجیده شود تا از وضعیت درگیری که در استان کیوو شمالی تداوم دارد آگاهی حاصل گردد. این شهر نیز پایگاهی برای بالا رفتن از آتش‌فشان نیراگونگو است که در طول آن ارزانترین مسیرهای یافت گوریل کوهی در آفریقا وجود دارد. می‌توانید برای جابجا شدن در شهر گوما از تاکسی موتوری استفاده کنید. قیمت (محلی) معمول حدود 500 فرانک کنگو برای سواری کوتاه است.,مطابق با متن، مسافرین قبل از بازدید از کدام محل باید بیشتر احتیاط کنند؟,2,<answer>2</answer>,آتش‌فشان نیراگونگو,مناطق اطراف گوما,مرکز شهر,رواندا
گوما یک شهر توریستی در جمهوری دموکراتیک کنگو در شرق و در نزدیکی رواندا است. در سال 2002 گوما توسط گدازه های آتشفشان نیراگونگو که بیشتر خیابان های شهر، به ویژه مرکز شهر را دفن کرد، تخریب شد . هرچند امنیت گوما با مسئولیت‌پذیری برقرار شده است،‌ هرگونه بازدید خارج از گوما باید سنجیده شود تا از وضعیت درگیری که در استان کیوو شمالی تداوم دارد آگاهی حاصل گردد. این شهر نیز پایگاهی برای بالا رفتن از آتش‌فشان نیراگونگو است که در طول آن ارزانترین مسیرهای یافت گوریل کوهی در آفریقا وجود دارد. می‌توانید برای جابجا شدن در شهر گوما از تاکسی موتوری استفاده کنید. قیمت (محلی) معمول حدود 500 فرانک کنگو برای سواری کوتاه است.,کدام‌یک از موارد زیر نکته خوبی برای یک توریست در گوما نخواهد بود؟,1,<answer>1</answer>,مبارزات در کیوو شمالی سرگرم‌کننده است,یک مکان خوب برای ردیابی ارزان گوریل کوهستانی است,تاکسی‌های موتوری روش خوبی برای جابجا شدن است,دامنه آتش‌فشان نیراگونگو در شهر قرار دارد
هرگونه اردو زدن در زیر دیواره در «گراند کانیون» نیاز به مجوز مناطق بکر دارد. مجوزها فقط برای محافظت از این دره است و در روز 1 ماه، چهار ماه پیش از ماهی که شروع می‌شود، در دسترس قرار می‌گیرند. بنابراین، مجوز دسترسی به بخش‌های توسعه نیافته پارک‌های طبیعی برای هر تاریخی در ماه مه از 1 ژانویه قابل دسترسی است. فضای محبوب‌ترین مناطق، مانند Bright Angel Campground در نزدیکی Phantom Ranch، عموماً با اولین درخواست‌های رسیده برای رزرو، پر می‌شوند. تعداد محدودی مجوز برای درخواست‌های بدون هماهنگی در دسترس است که به افردی تعلق می‌گیرد که برای نخستین بار می‌آیند و اولین بار است که از آنها پذیرایی می‌شود.,چه زمانی مجوز مناطق روستایی برای روز شروع در ماه آگوست قابل دسترس می‌شود؟,2,<answer>2</answer>,یکم ژانویه,یکم آوریل,یکم مه,یکم آگوست
هرگونه اردو زدن در زیر دیواره در «گراند کانیون» نیاز به مجوز مناطق بکر دارد. مجوزها فقط برای محافظت از این دره است و در روز 1 ماه، چهار ماه پیش از ماهی که شروع می‌شود، در دسترس قرار می‌گیرند. بنابراین، مجوز دسترسی به بخش‌های توسعه نیافته پارک‌های طبیعی برای هر تاریخی در ماه مه از 1 ژانویه قابل دسترسی است. فضای محبوب‌ترین مناطق، مانند Bright Angel Campground در نزدیکی Phantom Ranch، عموماً با اولین درخواست‌های رسیده برای رزرو، پر می‌شوند. تعداد محدودی مجوز برای درخواست‌های بدون هماهنگی در دسترس است که به افردی تعلق می‌گیرد که برای نخستین بار می‌آیند و اولین بار است که از آنها پذیرایی می‌شود.,چه خط‌مشی برای حفاظت از این دره در حال اجراست؟,4,4[Choice 4],سیستم هرکسی اول بیاید، اول خدمت‌رسانی می‌شود,مجوزها فقط در یکم ژانویه قابل دسترس هستند,مجوزها را فقط می‌توان از طریق درخواست‌های خدمات بدون نوبت بدست آورد,تعداد محدودی از مجوزها
برخی از هتل‌ها از دوران طلایی راه آهن بخار و اقیانوس‌پیماها به‌جای مانده‌اند؛ که به پیش از وقوع جنگ جهانی دوم، در قرن نوزدهم یا اوایل قرن بیستم باز می‌گردند. این هتل‌ها اقامتگاه افراد ثروتمند و مشهور آن زمان بودند، و اکثراً غذای لذیذ و زندگی شبانه جذابی داشتند. لوازم قدیمی، نبود جدیدترین امکانات رفاهی، و کهنگی باوقار و مسلم نیز بخشی از ویژگی‌های آنهاست. گرچه آنها معمولاً‌ تملک خصوصی دارند، گاهاً‌ میزبان سران دولت و سایر اشخاص بزرگ می‌باشند. مسافری با یک‌عالم پول که از ماندن در بسیاری از این هتل‌ها دل‌خسته شده است می‌تواند به پرواز دور دنیا فکر کند.,احتمال یافت شدن کدام‌یک از موارد زیر در انواع هتل توصیف شده در متن کمترین است؟,4,<answer>4</answer>,یک بار کوکتل,یک رستوران با غذای عالی در محل,مهمان‌هایی که شناخته‌شده و قابل تشخیص هستند,اتاق‌های تازه نوسازی‌شده با ارتقاهای مدرن
برخی از هتل‌ها از دوران طلایی راه آهن بخار و اقیانوس‌پیماها به‌جای مانده‌اند؛ که به پیش از وقوع جنگ جهانی دوم، در قرن نوزدهم یا اوایل قرن بیستم باز می‌گردند. این هتل‌ها اقامتگاه افراد ثروتمند و مشهور آن زمان بودند، و اکثراً غذای لذیذ و زندگی شبانه جذابی داشتند. لوازم قدیمی، نبود جدیدترین امکانات رفاهی، و کهنگی باوقار و مسلم نیز بخشی از ویژگی‌های آنهاست. گرچه آنها معمولاً‌ تملک خصوصی دارند، گاهاً‌ میزبان سران دولت و سایر اشخاص بزرگ می‌باشند. مسافری با یک‌عالم پول که از ماندن در بسیاری از این هتل‌ها دل‌خسته شده است می‌تواند به پرواز دور دنیا فکر کند.,براساس اطلاعات ارائه شد در متن، کدام‌یک از پیشنهادهای زیر برای مهمان‌های هتل کمترین اولویت را دارد؟,4,<answer>1</answer>,نوسازی‌های عتیقه درسراسر ملک,رستورانی با سرآشپز برجسته,سالنی که سرگرمی‌های شبانه ارائه می‌دهد,نرخ‌های اتاق مقرون‌به‌صرفه
به لطف اتصال کابل فیبر نوری زیرزمینی به اروپا و ماهواره باند پهن، گرینلند با دسترسی 93٪ از جمعیت خود به اینترنت به خوبی به شبکه متصل می‌شود. هتل یا میزبان‌های شما (اگر در ویلا یا منزل شخصی مانده‌اید) احتمالاً‌ وای‌فای یا اتصال اینترنتی کامپیوتری خواهد داشت و تمام اقامتگاه‌ها دارای کافی‌نت یا فضای دارای وای‌فای عمومی هستند. همانطور که در بالا ذکر شد، گرچه کلمه «اسکیمو» در ایالات متحده قابل قبول است، اما توسط بسیاری از ساکنان غیر آمریکایی قطب شمال به ویژه کانادایی‌ها آزاردهنده تلقی می‌شود. گرچه ممکن است این واژه را از زبان بومی‌های گرینلند بشنوید، اتباع خارجی باید از بکارگیری آن اجتناب کنند. ساکنان بومی گرینلند خود را Inuit در کانادا و Kalaaleq (جمع Kalaallit)، اهل گرینلند، در گرینلند می نامند. در مجموع ارتکاب به جرم و ناسازگاری نسبت به بیگانگان در گرینلند ناشناخته است. حتی در شهرها، «مناطق خشن» وجود ندارد. شاید سرما تنها خطر واقعی باشد که افراد غیرآماده با آن روبرو خواهد بود. اگر طی فصول سرد به گرینلند سر بزنید (باتوجه به اینکه هرچه بیشتر به سمت شمال بروید، سردتر خواهد شد)، آوردن لباس گرم کافی ضروری است. روزهای بسیار دراز تابستان می‌تواند منجر به بروز مشکلات در داشتن خواب کافی و مشکلات سلامتی مرتبط با آن شود. در طول تابستان، مراقب پشه های شمالی نیز باشید. اگرچه آنها هیچ بیماری‌ای را منتقل نمی کنند، اما می توانند آزار دهنده باشند.,مطابق با متن، مسافرینی که از گرینلند بازدید می‌کنند از چه چیز باید اجتناب کنند؟,4,<answer>4</answer>,محل‌های مشخصی که از نظر نرخ جرایم شناخته‌شده‌اند,آوردن لباس سنگین، زیرا آب‌وهوا در سراسر سال معمولاً گرم است,انتظار کار کردن هنگامی‌که در آنجا هستید، زیرا اتصال اینترنت می‌تواند ناهموار باشد,اشاره به یک بومی گرینلند به‌عنوان «اسکیمو»
به لطف اتصال کابل فیبر نوری زیرزمینی به اروپا و ماهواره باند پهن، گرینلند با دسترسی 93٪ از جمعیت خود به اینترنت به خوبی به شبکه متصل می‌شود. هتل یا میزبان‌های شما (اگر در ویلا یا منزل شخصی مانده‌اید) احتمالاً‌ وای‌فای یا اتصال اینترنتی کامپیوتری خواهد داشت و تمام اقامتگاه‌ها دارای کافی‌نت یا فضای دارای وای‌فای عمومی هستند. همانطور که در بالا ذکر شد، گرچه کلمه «اسکیمو» در ایالات متحده قابل قبول است، اما توسط بسیاری از ساکنان غیر آمریکایی قطب شمال به ویژه کانادایی‌ها آزاردهنده تلقی می‌شود. گرچه ممکن است این واژه را از زبان بومی‌های گرینلند بشنوید، اتباع خارجی باید از بکارگیری آن اجتناب کنند. ساکنان بومی گرینلند خود را Inuit در کانادا و Kalaaleq (جمع Kalaallit)، اهل گرینلند، در گرینلند می نامند. در مجموع ارتکاب به جرم و ناسازگاری نسبت به بیگانگان در گرینلند ناشناخته است. حتی در شهرها، «مناطق خشن» وجود ندارد. شاید سرما تنها خطر واقعی باشد که افراد غیرآماده با آن روبرو خواهد بود. اگر طی فصول سرد به گرینلند سر بزنید (باتوجه به اینکه هرچه بیشتر به سمت شمال بروید، سردتر خواهد شد)، آوردن لباس گرم کافی ضروری است. روزهای بسیار دراز تابستان می‌تواند منجر به بروز مشکلات در داشتن خواب کافی و مشکلات سلامتی مرتبط با آن شود. در طول تابستان، مراقب پشه های شمالی نیز باشید. اگرچه آنها هیچ بیماری‌ای را منتقل نمی کنند، اما می توانند آزار دهنده باشند.,مطابق با متن، کدام‌یک از موارد زیر به احتمال زیاد می‌تواند برای مسافرین بازدیدکننده از گرینلند که آماده نیستند مشکل‌ساز باشد؟,3,<answer>3</answer>,پشه‌های اسکاندیناوی,جرم,آب‌وهوا,محلی‌ها
Jardín de la Unión. این فضا به عنوان اتاق میانی یک صومعه قرن 17 ساخته شده است، که Templo de San Diego تنها ساختمان بازمانده از آن است. اکنون نقش میدان مرکزی را دارد، و همیشه در طول شبانه روز رویدادهای زیادی در آن در جریان است. تعدادی رستوران در اطراف باغ وجود دارد، و اغلب بعدازظهرها و شب از عمارت مرکزی کنسرت‌های رایگان پخش می‌شود. Callejon del Beso (کوچه بوسه). دو بالکنی که فقط 69 سانتی‌متر با هم فاصله داشتند منزلگاه افسانه عاشقانه‌ای کهن است. بعضی کودکان در عوض چند سکه برای شما قصه را می‌گویند.,کدام‌یک از موارد زیر اکنون به‌عنوان میدان مرکزی استفاده می‌شود؟,1,<answer>1</answer>,Jardín de la Unión,کوچه بوسه,Templo de San Diego,Callejon del Beso
Jardín de la Unión. این فضا به عنوان اتاق میانی یک صومعه قرن 17 ساخته شده است، که Templo de San Diego تنها ساختمان بازمانده از آن است. اکنون نقش میدان مرکزی را دارد، و همیشه در طول شبانه روز رویدادهای زیادی در آن در جریان است. تعدادی رستوران در اطراف باغ وجود دارد، و اغلب بعدازظهرها و شب از عمارت مرکزی کنسرت‌های رایگان پخش می‌شود. Callejon del Beso (کوچه بوسه). دو بالکنی که فقط 69 سانتی‌متر با هم فاصله داشتند منزلگاه افسانه عاشقانه‌ای کهن است. بعضی کودکان در عوض چند سکه برای شما قصه را می‌گویند.,مطابق با متن، کدام‌یک از موارد زیر در Jardín de la Unión یافت نمی‌شود؟,2,2[منزلگاه یک داستان عاشقانه قدیمی],یک بالکنی مرکزی با کنسرت,منزلگاه یک داستان عاشقانه قدیمی,رستوران‌های رو به باغ ,یک ساختمان صومعه قدیمی
پیاده‌روی نوعی فعالیت بیرون از خانه است که شامل راه رفتن در محیط‌های طبیعی و اغلب در جاده‌های ویژه پیاده‌روی می‌شود. پیاده‌روی روزانه شامل پیمودن مسافت‌هایی کمتر از یک مایل تا مسافت‌های طولانی‌تر می‌شود که بتوان در تنها یک روز طی کرد. برای یک پیاده‌روی روزانه در طی مسیر آسان، مقدمات کمی لازم است، و هر فردی که نسبتاً‌ آماده باشد، می‌تواند از آن لذت ببرد. خانواده‌هایی که دارای فرزندان خردسال هستند ممکن است نیاز به مقدمات بیشتری داشته باشند، اما یک روز گردش در خارج از منزل، حتی با داشتن نوزاد و کودک پیش دبستانی به راحتی امکان‌پذیر است.,مطابق با متن، کدام‌یک از عبارت‌های زیر درباره پیاده‌روی روزانه نادرست تلقی خواهد شد؟,4,<answer>4</answer>,در مسیرهای آسان پیاده‌روی‌های روزانه نیاز به کمی آمادگی دارد,فاصله‌ها متفاوت است، اما طوری است که ظرف یک روز انجام شود,افراد با سطح تناسب اندام متوسط معمولاً قادر به لذت بردن از این فعالیت هستند,پیاده‌روی روزانه یک فعالیت بیرونی مناسب برای خانواده‌های دارای نوزاد نیست
پیاده‌روی نوعی فعالیت بیرون از خانه است که شامل راه رفتن در محیط‌های طبیعی و اغلب در جاده‌های ویژه پیاده‌روی می‌شود. پیاده‌روی روزانه شامل پیمودن مسافت‌هایی کمتر از یک مایل تا مسافت‌های طولانی‌تر می‌شود که بتوان در تنها یک روز طی کرد. برای یک پیاده‌روی روزانه در طی مسیر آسان، مقدمات کمی لازم است، و هر فردی که نسبتاً‌ آماده باشد، می‌تواند از آن لذت ببرد. خانواده‌هایی که دارای فرزندان خردسال هستند ممکن است نیاز به مقدمات بیشتری داشته باشند، اما یک روز گردش در خارج از منزل، حتی با داشتن نوزاد و کودک پیش دبستانی به راحتی امکان‌پذیر است.,مطابق با متن، پیاده‌روی روزانه در چه زمانی به حداقل آمادگی نیاز دارد؟,2,<answer>1</answer>,هنگامی‌که شخص از نظر فیزیکی آماده پیاده‌روی باشد,هنگامی‌که مسیر آسان‌تری را شامل شود,هنگامی‌که کودکان به پیاده‌روی می‌روند,هنگامی‌که پیاده‌روی در یک محیط طبیعی‌تر باشد
آنچه در نروژ معمول است وجود آبدره‌ها و درّه‌هایی است که به یک‌باره به فلاتی مرتفع و نسبتاً هموار می‌رسند. به این فلات ها اغلب «vidde» گفته می شود که به معنای یک فضای گسترده، باز و بدون درخت و بدون مرز است. در روگالند و آگدر معمولاً به آنها «hei» گفته می‌شود که به معنی زمین‌های بایر ‌بدون درخت است که اغلب با خلنگ پوشیده شده است.,چه چیز درباره فلات‌ها در روگالند یا آگدر در مقایسه با مابقی نروژ تفاوت دارد؟,4,<answer>4</answer>,آنها درخت دارند,آنها آبدره ندارند,فلات‌ها اکثراً هموار هستند,آنها معمولا پوشیده از خلنگ هستند
آنچه در نروژ معمول است وجود آبدره‌ها و درّه‌هایی است که به یک‌باره به فلاتی مرتفع و نسبتاً هموار می‌رسند. به این فلات ها اغلب «vidde» گفته می شود که به معنای یک فضای گسترده، باز و بدون درخت و بدون مرز است. در روگالند و آگدر معمولاً به آنها «hei» گفته می‌شود که به معنی زمین‌های بایر ‌بدون درخت است که اغلب با خلنگ پوشیده شده است.,مطابق متن، کدام‌یک از موارد زیر در نروژ معمول نخواهد بود؟,2,<answer>2</answer>,گستره‌های باز زمین,فلات‌های جنگلی,آبدره‌های شیب‌دار,تپه‌ماهورها
پیک فصل گردشگری برای دهکده‌های ییلاقی معمولاً در تابستان هندوستان است. با وجود این، آنها نوع متفاوتی از زیبایی و جاذبه را در طول زمستان دارند، چنانچه بسیاری از ایستگاه‌های تپه‌ای با مقدار قابل توجهی از برف پوشیده می‌شوند و شرایط فعالیت‌هایی نظیر اسکی و اسنوبوردسواری را فراهم می‌کنند.,توریست‌های علاقمند به اسکی‌بازی چه موقع باید از دهکده‌های ییلاقی بازدید کنند؟,1,<answer>1-درطول زمستان</answer>,درطول زمستان,درطول پیک فصل گردشگری,درطول تابستان هندوستان,درطول بهار
پیک فصل گردشگری برای دهکده‌های ییلاقی معمولاً در تابستان هندوستان است. با وجود این، آنها نوع متفاوتی از زیبایی و جاذبه را در طول زمستان دارند، چنانچه بسیاری از ایستگاه‌های تپه‌ای با مقدار قابل توجهی از برف پوشیده می‌شوند و شرایط فعالیت‌هایی نظیر اسکی و اسنوبوردسواری را فراهم می‌کنند.,مطابق با متن، در چه موقع معمولاً بیشترین توریست‌ها در دهکده‌های ییلاقی وجود دارند؟,3,<answer>3</answer>,درطول برف سنگین,درسراسر فصل اسنوبردسواری,درطول تابستان هندوستان,درسراسر ماه‌های زمستان
مطمئن باشید وقتی که به بندر رسیدید، همه چیز تقریباً واضح خواهد بود. شما با سایر مسافران توراهی ملاقات خواهید کرد و آنها اطلاعات خود را با شما به اشتراک می‌گذارند. در اصل شما می‌توانید اعلامیه‌هایی نشان دهید که کمک پیشنهادی شما را نشان دهد، در اسکله‌ها قدم بزنید، به افرادی که قایق‌های خود را تمیز می‌کنند، نزدیک شوید، سعی کنید با ملوانان در بار تماس برقرار کنید و غیره. سعی کنید تا حد ممکن با افراد بیشتری صحبت کنید. پس از مدتی همه شما را خواهند شناخت و راهنمایی خواهند کرد که کدام قایق به دنبال اشخاص می‌گردد.,اگر خواهان یافتن قایقی هستید که به‌دنبال کمک است، از چه چیز باید اجتناب کنید؟,4,<answer>4</answer>,قدم زدن در اسکله‌ها,دوست شدن با کاپیتان‌ها,تبلیغ کردن درباره خدمات‌تان,نادیده گرفتن مسافران توراهی قایق
مطمئن باشید وقتی که به بندر رسیدید، همه چیز تقریباً واضح خواهد بود. شما با سایر مسافران توراهی ملاقات خواهید کرد و آنها اطلاعات خود را با شما به اشتراک می‌گذارند. در اصل شما می‌توانید اعلامیه‌هایی نشان دهید که کمک پیشنهادی شما را نشان دهد، در اسکله‌ها قدم بزنید، به افرادی که قایق‌های خود را تمیز می‌کنند، نزدیک شوید، سعی کنید با ملوانان در بار تماس برقرار کنید و غیره. سعی کنید تا حد ممکن با افراد بیشتری صحبت کنید. پس از مدتی همه شما را خواهند شناخت و راهنمایی خواهند کرد که کدام قایق به دنبال اشخاص می‌گردد.,هنگامی‌که به‌دنبل قایقی هستید که نیاز به کمک دارد، چه کاری باید در اطراف بندرگاه انجام دهید؟,1,<answer>1</answer>,تماس برقرار کردن با ملوان‌ها,جلب توجه کردن,فقط زمانی نزدیک افراد شوید که در حال تمیز کردن قایق‌های گردشگری خود هستند,اجتناب از مسافرین توراهی
جزیره هنگ‌کنگ سبب نام‌گذاری سرزمین هنگ‌کنگ شده است و مکانی است که بسیاری از گردشگران آن را به عنوان تمرکز اصلی گردشگری خود در نظر می‌گیرند. جلوه ساختمانهایی که خط افق هنگ‌کنگ را تشکیل می‌دهند، همانند یک نمودار میله‌ای درخشان است که با حضور در کنار آب‌های بندر ویکتوریا آشکار می‌شوند. برای داشتن بهترین نما از هنگ کنگ،‌ جزیره را ترک کنید و به سمت مقابل لب ساحل کاولون حرکت کنید. بخش اعظمی از توسعه شهری جزیره هنگ‌کنگ در امتداد خط ساحل شمالی به‌صورت متراکم در زمین‌های اصلاح‌شده سکنی‌گزیده است. اینجا مکانی است که استعمارگران انگلیسی آن را برای خود تصرف کردند، پس اگر به دنبال شواهدی از گذشته استعماری این سرزمین هستید، این مکان خوبی برای شروع کار است.,کدام محل نظر توریستی که علاقمند به تاریخ استعمار جزیره است را جلب خواهد کرد؟,1,<answer>1[ساحل شمالی]</answer>,ساحل شمالی,قسمت ساحلی کاولون,مرکز شهر هنگ‌کنگ,بندر ویکتوریا 
جزیره هنگ‌کنگ سبب نام‌گذاری سرزمین هنگ‌کنگ شده است و مکانی است که بسیاری از گردشگران آن را به عنوان تمرکز اصلی گردشگری خود در نظر می‌گیرند. جلوه ساختمانهایی که خط افق هنگ‌کنگ را تشکیل می‌دهند، همانند یک نمودار میله‌ای درخشان است که با حضور در کنار آب‌های بندر ویکتوریا آشکار می‌شوند. برای داشتن بهترین نما از هنگ کنگ،‌ جزیره را ترک کنید و به سمت مقابل لب ساحل کاولون حرکت کنید. بخش اعظمی از توسعه شهری جزیره هنگ‌کنگ در امتداد خط ساحل شمالی به‌صورت متراکم در زمین‌های اصلاح‌شده سکنی‌گزیده است. اینجا مکانی است که استعمارگران انگلیسی آن را برای خود تصرف کردند، پس اگر به دنبال شواهدی از گذشته استعماری این سرزمین هستید، این مکان خوبی برای شروع کار است.,کدام محل نظر توریستی که اولیتش نماهای حیرت‌انگیز است را جلب می‌کند؟,4,<answer>4</answer>,بندر ویکتوریا,هنگ‌کنگ اصلی,جزیره هنگ‌کنگ,قسمت ساحلی کاولون
رکاب تکیه‌گاهی برای پای سوارکار است که در دو طرف زین آویزان می‌شود. گرچه ثبات بیشتری را برای سوارکار ایجاد می‌کنند اما از آنجا که احتمال دارد پاهای سوارکار در آنها گیر کند، می‌توانند نگرانی‌های ایمنی را به همراه داشته باشند. اگر یک اسب سوار از اسب به پایین پرت شود و پایش در رکاب گیر کند، در صورت فرار اسب روی زمین کشیده خواهد شد. برای به حداقل رساندن این خطر، می توان اقدامات احتیاطی زیادی را انجام داد. نخست اینکه اغلب موتورسواران چکمه موتورسواری می‌پوشند که پاشنه دارد و پنجه آن ساف و کاملاً باریک است. در مرحله بعد، برخی از زین ها، به خصوص زین های انگلیسی، دارای میله های ایمنی هستند که در صورت سقوط اسب سوار، اجازه می دهد چرم رکاب از زین جدا شود.,برخی از زین‌ها چه چیزی دارند که به کاهش خطر گیر کردن پا در رکاب کمک می‌کند؟,2,<answer>2-میله‌های ایمنی</answer>,کفی‌های باریک,میله‌های ایمنی,رکاب‌های چرمی,پایداری بیشتر
رکاب تکیه‌گاهی برای پای سوارکار است که در دو طرف زین آویزان می‌شود. گرچه ثبات بیشتری را برای سوارکار ایجاد می‌کنند اما از آنجا که احتمال دارد پاهای سوارکار در آنها گیر کند، می‌توانند نگرانی‌های ایمنی را به همراه داشته باشند. اگر یک اسب سوار از اسب به پایین پرت شود و پایش در رکاب گیر کند، در صورت فرار اسب روی زمین کشیده خواهد شد. برای به حداقل رساندن این خطر، می توان اقدامات احتیاطی زیادی را انجام داد. نخست اینکه اغلب موتورسواران چکمه موتورسواری می‌پوشند که پاشنه دارد و پنجه آن ساف و کاملاً باریک است. در مرحله بعد، برخی از زین ها، به خصوص زین های انگلیسی، دارای میله های ایمنی هستند که در صورت سقوط اسب سوار، اجازه می دهد چرم رکاب از زین جدا شود.,کدام ویژگی چکمه سوارکاری به افزایش ایمنی سوارکار هنگام استفاده از رکاب کمک می‌کند؟,3,<answer>1</answer>,کفی زبر و باریک,چرم,پاشنه,یک کفی عریض
